"gene_id","ImpulseDE2_padj","ImpulseDE2_response_type","ImpulseDE2_response_class","is_DE","Mfuzz_cluster","Mfuzz_membership","Mfuzz_highconf","Mfuzz_pattern","WGCNA_module","kME_own","is_hub","count_FOXO3","count_HSF1","count_NFE2L2","has_HSF1","has_FOXO3","has_NFE2L2","SwissProt_BlastHit","SwissProt_BlastEval","SwissProt_ProteinName","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"Pocillopora_acuta_HIv2___RNAseq.g28191.t1",0.527216210209347,"Other",NA,FALSE,NA,NA,NA,NA,"ME2",0.619360047909658,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28192.t1",0.459894224057328,"Other",NA,FALSE,NA,NA,NA,NA,"ME4",0.620195048509115,FALSE,0,0,0,FALSE,FALSE,FALSE,"O16025",0,"Allene oxide synthase-lipoxygenase protein [Includes: Allene oxide synthase (AOS) (EC 4.2.1.-) (Hydroperoxidehydrase); Arachidonate 8-lipoxygenase (EC 1.13.11.40)]","arachidonate metabolic process [GO:0019369]; fatty acid biosynthetic process [GO:0006633]; lipid oxidation [GO:0034440]; oxylipin biosynthetic process [GO:0031408]","GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677","cytoplasm [GO:0005737]; membrane [GO:0016020]","allene oxide synthase activity [GO:0009978]; arachidonate 8(R)-lipoxygenase activity [GO:0047677]; heme binding [GO:0020037]; iron ion binding [GO:0005506]"
"Pocillopora_acuta_HIv2___TS.g10976.t1",0.81669259754201,"Other",NA,FALSE,NA,NA,NA,NA,"ME4",0.594711328576076,FALSE,0,0,0,FALSE,FALSE,FALSE,"O77621",2.61e-16,"Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor)","adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]; regulation of cardiac muscle contraction [GO:0055117]; regulation of vasoconstriction [GO:0019229]","GO:0004937; GO:0005634; GO:0005737; GO:0005886; GO:0005901; GO:0007200; GO:0007204; GO:0007267; GO:0019229; GO:0031965; GO:0043410; GO:0046982; GO:0055117; GO:0071880","caveola [GO:0005901]; cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","alpha1-adrenergic receptor activity [GO:0004937]; protein heterodimerization activity [GO:0046982]"
"Pocillopora_acuta_HIv2___RNAseq.g28193.t1",6.09904184035893e-06,"Monotonous","transition_down",TRUE,3,0.568009647298016,TRUE,"Sustained Down (3h)","ME11",0.677326793122216,FALSE,0,0,1,FALSE,FALSE,TRUE,"P52046",4.21e-31,"Short-chain-enoyl-CoA hydratase (EC 4.2.1.150) (3-hydroxybutyryl-CoA dehydratase) (Crotonase)","butyrate metabolic process [GO:0019605]; fatty acid beta-oxidation [GO:0006635]","GO:0006635; GO:0016829; GO:0019605","","lyase activity [GO:0016829]"
"Pocillopora_acuta_HIv2___RNAseq.g28194.t1a",0.0150318730574946,"Monotonous","transition_up",TRUE,6,0.947098739400857,TRUE,"Sustained Up (12h)","ME7",0.836095794353499,TRUE,0,0,1,FALSE,FALSE,TRUE,"A7RPT4",1.86e-108,"NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)","","GO:0000166; GO:0005739; GO:0046872; GO:0052856","mitochondrion [GO:0005739]","metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]; nucleotide binding [GO:0000166]"
"Pocillopora_acuta_HIv2___RNAseq.g28194.t1b",0.498836179596321,"Other",NA,FALSE,NA,NA,NA,NA,"ME3",0.614819491574672,FALSE,0,0,1,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28195.t1",0.765331691865799,"Other",NA,FALSE,NA,NA,NA,NA,"ME4",0.296122147495022,FALSE,0,0,0,FALSE,FALSE,FALSE,"O96790",9.79e-24,"Serine protease inhibitor dipetalogastin (Dipetalin)","negative regulation of coagulation [GO:0050819]","GO:0004867; GO:0005576; GO:0050819","extracellular region [GO:0005576]","serine-type endopeptidase inhibitor activity [GO:0004867]"
"Pocillopora_acuta_HIv2___RNAseq.g28196.t1",2.29643297828935e-07,"Monotonous","transition_down",TRUE,5,0.828993141845017,TRUE,"Gradual Down","ME3",0.847533626805773,TRUE,1,0,0,FALSE,TRUE,FALSE,"P16112",8.19e-20,"Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP) (Chondroitin sulfate proteoglycan core protein 1) (Chondroitin sulfate proteoglycan 1) [Cleaved into: Aggrecan core protein 2]","cell adhesion [GO:0007155]; central nervous system development [GO:0007417]; proteolysis [GO:0006508]; skeletal system development [GO:0001501]","GO:0001501; GO:0005201; GO:0005540; GO:0005576; GO:0005615; GO:0005796; GO:0006508; GO:0007155; GO:0007417; GO:0030246; GO:0043202; GO:0045202; GO:0046872; GO:0062023; GO:0072534","collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; perineuronal net [GO:0072534]; synapse [GO:0045202]","carbohydrate binding [GO:0030246]; extracellular matrix structural constituent [GO:0005201]; hyaluronic acid binding [GO:0005540]; metal ion binding [GO:0046872]"
"Pocillopora_acuta_HIv2___RNAseq.g28197.t1",0.0091653300576471,"Other","unclassified",TRUE,5,0.879790768329875,TRUE,"Gradual Down","ME6",0.930974229474921,TRUE,0,0,0,FALSE,FALSE,FALSE,"P03949",2.54e-30,"Tyrosine-protein kinase abl-1 (EC 2.7.10.2)","defense response to fungus [GO:0050832]; defense response to Gram-negative bacterium [GO:0050829]; DNA damage checkpoint signaling [GO:0000077]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell migration [GO:0030336]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of engulfment of apoptotic cell [GO:1901075]; response to ionizing radiation [GO:0010212]; spermatogenesis [GO:0007283]","GO:0000077; GO:0004713; GO:0004715; GO:0005524; GO:0005737; GO:0005886; GO:0007283; GO:0010212; GO:0030336; GO:0043066; GO:0043518; GO:0050829; GO:0050832; GO:1901075","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]","ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]"
"Pocillopora_acuta_HIv2___RNAseq.g28198.t1",0.0257515408222736,"Transient","transient_up",TRUE,4,0.552301032387437,TRUE,"Sustained Up (3h)","ME1",0.663975437483733,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q29611",6.24e-126,"Battenin (Protein CLN3)","amyloid precursor protein catabolic process [GO:0042987]; autophagosome-lysosome fusion [GO:0061909]; glycerophospholipid biosynthetic process [GO:0046474]; glycolipid transport [GO:0046836]; Golgi to lysosome transport [GO:0090160]; intracellular water homeostasis [GO:0009992]; L-arginine transmembrane transport [GO:1903826]; learning or memory [GO:0007611]; lysosomal lumen acidification [GO:0007042]; lysosomal lumen pH elevation [GO:0035752]; lysosomal protein catabolic process [GO:1905146]; lysosome organization [GO:0007040]; negative regulation of apoptotic process [GO:0043066]; phagosome-lysosome docking [GO:0090384]; phagosome-lysosome fusion [GO:0090385]; plasma membrane raft organization [GO:0044857]; positive regulation of caveolin-mediated endocytosis [GO:2001288]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of pinocytosis [GO:0048549]; receptor-mediated endocytosis [GO:0006898]; regulation of arginine biosynthetic process [GO:1900079]; regulation of autophagosome maturation [GO:1901096]; regulation of cellular response to osmotic stress [GO:0106049]; regulation of cytoskeleton organization [GO:0051493]; regulation of fibroblast migration [GO:0010762]; regulation of modification of synaptic structure [GO:1905244]; regulation of phagosome maturation [GO:1905162]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of protein processing [GO:0070613]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; regulation of synaptic transmission, GABAergic [GO:0032228]; regulation of synaptic transmission, glutamatergic [GO:0051966]; renal potassium excretion [GO:0036359]; vesicle transport along microtubule [GO:0047496]","GO:0000139; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005783; GO:0005789; GO:0005794; GO:0005795; GO:0005802; GO:0005829; GO:0005886; GO:0005901; GO:0006898; GO:0007040; GO:0007042; GO:0007611; GO:0008021; GO:0009992; GO:0010762; GO:0016020; GO:0031901; GO:0032228; GO:0035752; GO:0036359; GO:0042987; GO:0042998; GO:0043005; GO:0043066; GO:0044754; GO:0044857; GO:0045121; GO:0046474; GO:0046836; GO:0047496; GO:0048172; GO:0048549; GO:0051493; GO:0051861; GO:0051966; GO:0055037; GO:0061909; GO:0070613; GO:0090160; GO:0090384; GO:0090385; GO:0106049; GO:0120146; GO:1900079; GO:1901096; GO:1903076; GO:1903826; GO:1905146; GO:1905162; GO:1905244; GO:2001288","autolysosome [GO:0044754]; caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]; trans-Golgi network [GO:0005802]","glycolipid binding [GO:0051861]; sulfatide binding [GO:0120146]"
"Pocillopora_acuta_HIv2___RNAseq.g28199.t1",0.000471288082495493,"Transient","transient_up",TRUE,2,0.563065139048497,TRUE,"Early Peak (3h)","ME1",0.743118804874271,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q29611",7.37e-105,"Battenin (Protein CLN3)","amyloid precursor protein catabolic process [GO:0042987]; autophagosome-lysosome fusion [GO:0061909]; glycerophospholipid biosynthetic process [GO:0046474]; glycolipid transport [GO:0046836]; Golgi to lysosome transport [GO:0090160]; intracellular water homeostasis [GO:0009992]; L-arginine transmembrane transport [GO:1903826]; learning or memory [GO:0007611]; lysosomal lumen acidification [GO:0007042]; lysosomal lumen pH elevation [GO:0035752]; lysosomal protein catabolic process [GO:1905146]; lysosome organization [GO:0007040]; negative regulation of apoptotic process [GO:0043066]; phagosome-lysosome docking [GO:0090384]; phagosome-lysosome fusion [GO:0090385]; plasma membrane raft organization [GO:0044857]; positive regulation of caveolin-mediated endocytosis [GO:2001288]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of pinocytosis [GO:0048549]; receptor-mediated endocytosis [GO:0006898]; regulation of arginine biosynthetic process [GO:1900079]; regulation of autophagosome maturation [GO:1901096]; regulation of cellular response to osmotic stress [GO:0106049]; regulation of cytoskeleton organization [GO:0051493]; regulation of fibroblast migration [GO:0010762]; regulation of modification of synaptic structure [GO:1905244]; regulation of phagosome maturation [GO:1905162]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of protein processing [GO:0070613]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; regulation of synaptic transmission, GABAergic [GO:0032228]; regulation of synaptic transmission, glutamatergic [GO:0051966]; renal potassium excretion [GO:0036359]; vesicle transport along microtubule [GO:0047496]","GO:0000139; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005783; GO:0005789; GO:0005794; GO:0005795; GO:0005802; GO:0005829; GO:0005886; GO:0005901; GO:0006898; GO:0007040; GO:0007042; GO:0007611; GO:0008021; GO:0009992; GO:0010762; GO:0016020; GO:0031901; GO:0032228; GO:0035752; GO:0036359; GO:0042987; GO:0042998; GO:0043005; GO:0043066; GO:0044754; GO:0044857; GO:0045121; GO:0046474; GO:0046836; GO:0047496; GO:0048172; GO:0048549; GO:0051493; GO:0051861; GO:0051966; GO:0055037; GO:0061909; GO:0070613; GO:0090160; GO:0090384; GO:0090385; GO:0106049; GO:0120146; GO:1900079; GO:1901096; GO:1903076; GO:1903826; GO:1905146; GO:1905162; GO:1905244; GO:2001288","autolysosome [GO:0044754]; caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]; trans-Golgi network [GO:0005802]","glycolipid binding [GO:0051861]; sulfatide binding [GO:0120146]"
"Pocillopora_acuta_HIv2___RNAseq.808_t",0.0402369797139987,"Other","unclassified",TRUE,6,0.339133126273127,FALSE,"Sustained Up (12h)","ME2",0.434452974672727,FALSE,0,0,0,FALSE,FALSE,FALSE,"P12226",5.61e-20,"Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)","angiogenesis [GO:0001525]; cell differentiation in hindbrain [GO:0021533]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mesoderm development [GO:0007498]; midbrain development [GO:0030901]; nervous system development [GO:0007399]; neural plate anterior/posterior regionalization [GO:0021999]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell division [GO:0051781]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of cell migration [GO:0030334]","GO:0001525; GO:0005104; GO:0005178; GO:0005615; GO:0005634; GO:0005737; GO:0007399; GO:0007498; GO:0008083; GO:0008201; GO:0008284; GO:0008543; GO:0021533; GO:0021999; GO:0022008; GO:0030334; GO:0030901; GO:0043410; GO:0043536; GO:0045766; GO:0051781; GO:0061351; GO:0090050","cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleus [GO:0005634]","fibroblast growth factor receptor binding [GO:0005104]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; integrin binding [GO:0005178]"
"Pocillopora_acuta_HIv2___RNAseq.g28201.t1",0.000191388473700227,"Monotonous","transition_up",TRUE,6,0.427904225434098,FALSE,"Sustained Up (12h)","ME1",0.392373273438231,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q5IS75",9.85e-70,"Neuronal acetylcholine receptor subunit beta-3","acetylcholine receptor signaling pathway [GO:0095500]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; neuromuscular synaptic transmission [GO:0007274]; response to nicotine [GO:0035094]; synaptic transmission, cholinergic [GO:0007271]","GO:0004888; GO:0005886; GO:0005892; GO:0007271; GO:0007274; GO:0022848; GO:0034220; GO:0034703; GO:0035094; GO:0043005; GO:0045202; GO:0045211; GO:0051899; GO:0095500; GO:0098878","acetylcholine-gated channel complex [GO:0005892]; cation channel complex [GO:0034703]; neuron projection [GO:0043005]; neurotransmitter receptor complex [GO:0098878]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]","acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"
"Pocillopora_acuta_HIv2___RNAseq.g28202.t1",0.0053367322154065,"Transient","transient_down",TRUE,3,0.550365522188205,TRUE,"Sustained Down (3h)","ME20",0.832729704617638,FALSE,0,0,0,FALSE,FALSE,FALSE,"P12391",1.26e-61,"Neuronal acetylcholine receptor subunit beta-3","acetylcholine receptor signaling pathway [GO:0095500]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; neuromuscular synaptic transmission [GO:0007274]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; response to nicotine [GO:0035094]; synaptic transmission, cholinergic [GO:0007271]","GO:0004888; GO:0005886; GO:0005892; GO:0007271; GO:0007274; GO:0022848; GO:0032991; GO:0034220; GO:0034703; GO:0035094; GO:0042166; GO:0043005; GO:0045202; GO:0045211; GO:0051899; GO:0095500; GO:0098691; GO:0098793; GO:0098878; GO:0099171","acetylcholine-gated channel complex [GO:0005892]; cation channel complex [GO:0034703]; dopaminergic synapse [GO:0098691]; neuron projection [GO:0043005]; neurotransmitter receptor complex [GO:0098878]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; synapse [GO:0045202]","acetylcholine binding [GO:0042166]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"
"Pocillopora_acuta_HIv2___RNAseq.g28203.t1",0.758366604847939,"Other",NA,FALSE,NA,NA,NA,NA,"ME18",0.724731895303406,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q28CH8",1.87e-96,"Protein YIPF6 (YIP1 family member 6)","endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]","GO:0000138; GO:0000139; GO:0005797; GO:0005802; GO:0006888","Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; trans-Golgi network [GO:0005802]",""
"Pocillopora_acuta_HIv2___RNAseq.g28204.t1",0.0608683096009052,"Other",NA,FALSE,NA,NA,NA,NA,"ME7",0.430357541007229,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9U7E0",1.32e-165,"Transcriptional regulator ATRX homolog (EC 3.6.4.12) (ATP-dependent helicase xnp-1) (X-linked nuclear protein 1)","chromatin organization [GO:0006325]; DNA repair [GO:0006281]; embryo development ending in birth or egg hatching [GO:0009792]; gonad development [GO:0008406]; morphogenesis of an epithelium [GO:0002009]; reproductive process [GO:0022414]; vulval development [GO:0040025]","GO:0002009; GO:0003677; GO:0003712; GO:0004386; GO:0005524; GO:0005634; GO:0006281; GO:0006325; GO:0008406; GO:0009792; GO:0016887; GO:0022414; GO:0040025; GO:0140658","nucleus [GO:0005634]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; transcription coregulator activity [GO:0003712]"
"Pocillopora_acuta_HIv2___RNAseq.g28205.t1",0.000106288264418229,"Transient","transient_down",TRUE,6,0.90830825604117,TRUE,"Sustained Up (12h)","ME7",0.720608961866969,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28206.t1",1.02112609521342e-05,"Transient","transient_up",TRUE,4,0.679725411993697,TRUE,"Sustained Up (3h)","ME5",0.864701080044553,TRUE,0,0,0,FALSE,FALSE,FALSE,"Q91YQ5",0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)","protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]","GO:0005789; GO:0005791; GO:0005829; GO:0006487; GO:0008250; GO:0018279; GO:0160226; GO:0160227","cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; oligosaccharyltransferase complex [GO:0008250]; oligosaccharyltransferase complex A [GO:0160226]; oligosaccharyltransferase complex B [GO:0160227]; rough endoplasmic reticulum [GO:0005791]",""
"Pocillopora_acuta_HIv2___TS.g10991.t1",0.598664969233518,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.30932282863738,FALSE,1,0,0,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28208.t1",0.769176620944485,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.432413594932634,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28209.t1",0.835036149965738,"Other",NA,FALSE,NA,NA,NA,NA,"ME2",0.322711122471126,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28210.t1",1,"Transient",NA,FALSE,NA,NA,NA,NA,"ME5",0.699899523637706,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.820_t",0.328640486205398,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.403366249846114,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q91821",0,"Maternal embryonic leucine zipper kinase (MELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase)","apoptotic process [GO:0006915]; cell population proliferation [GO:0008283]; hemopoiesis [GO:0030097]; intracellular signal transduction [GO:0035556]; neural precursor cell proliferation [GO:0061351]; positive regulation of apoptotic process [GO:0043065]; protein autophosphorylation [GO:0046777]","GO:0004674; GO:0004715; GO:0005509; GO:0005524; GO:0005737; GO:0005886; GO:0005938; GO:0006915; GO:0008283; GO:0008289; GO:0030097; GO:0035556; GO:0043065; GO:0046777; GO:0061351; GO:0106310","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]","ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"
"Pocillopora_acuta_HIv2___RNAseq.g28212.t1",0.00136046558555547,"Other","unclassified",TRUE,5,0.913250681795215,TRUE,"Gradual Down","ME6",0.884579012824384,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28213.t1",0.145607966451866,"Other",NA,FALSE,NA,NA,NA,NA,"ME2",0.560637332906731,FALSE,0,0,0,FALSE,FALSE,FALSE,"C3ZQF9",4.09e-23,"QRFP-like peptide receptor","cellular response to hormone stimulus [GO:0032870]; cellular response to peptide [GO:1901653]; G protein-coupled receptor signaling pathway [GO:0007186]","GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0032870; GO:1901653","plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; neuropeptide Y receptor activity [GO:0004983]"
"Pocillopora_acuta_HIv2___TS.g10998.t1",0.00272348371456611,"Monotonous","transition_down",TRUE,3,0.880696411059971,TRUE,"Sustained Down (3h)","ME2",0.763778894831824,FALSE,0,1,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g28214.t1",0.420584781820372,"Other",NA,FALSE,NA,NA,NA,NA,"ME6",0.783209612198768,FALSE,0,0,1,FALSE,FALSE,TRUE,"Q4LDE5",1.8e-48,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","epidermis development [GO:0008544]; gene expression [GO:0010467]; lymph circulation [GO:0003017]; lymph vessel morphogenesis [GO:0036303]; negative regulation of vasoconstriction [GO:0045906]; positive regulation of platelet activation [GO:0010572]; Tie signaling pathway [GO:0048014]; tight junction organization [GO:0120193]","GO:0003017; GO:0003682; GO:0005178; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0010572; GO:0016020; GO:0036303; GO:0045906; GO:0048014; GO:0098640; GO:0120193","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]","calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; integrin binding [GO:0005178]; integrin binding involved in cell-matrix adhesion [GO:0098640]"
"Pocillopora_acuta_HIv2___RNAseq.g28215.t1",0.266612694693548,"Other",NA,FALSE,NA,NA,NA,NA,"ME4",0.280033901537512,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q20191",2.06e-33,"Zinc metalloproteinase nas-13 (EC 3.4.24.-) (Nematode astacin 13)","proteolysis [GO:0006508]","GO:0004222; GO:0005576; GO:0006508; GO:0008270","extracellular region [GO:0005576]","metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]"
"Pocillopora_acuta_HIv2___RNAseq.g28216.t1",0.272424741113817,"Other",NA,FALSE,NA,NA,NA,NA,"ME10",0.667460266704795,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q9ESL9",1.54e-19,"Fibroblast growth factor 20 (FGF-20)","cell differentiation [GO:0030154]; fibroblast growth factor receptor signaling pathway [GO:0008543]; inner ear auditory receptor cell differentiation [GO:0042491]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; regulation of cardiac muscle cell proliferation [GO:0060043]; regulation of neuron differentiation [GO:0045664]","GO:0005104; GO:0005576; GO:0008083; GO:0008284; GO:0008543; GO:0030154; GO:0042491; GO:0043524; GO:0045664; GO:0060043; GO:0070374; GO:0090722","extracellular region [GO:0005576]","fibroblast growth factor receptor binding [GO:0005104]; growth factor activity [GO:0008083]; receptor-receptor interaction [GO:0090722]"
