gene_set,query,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction
SLC,Montipora_capitata_HIv3___RNAseq.g23518.t1,Q7T292,8.51e-116,Mitoferrin-2 (Mitochondrial iron transporter 2) (Solute carrier family 25 member 28),iron import into the mitochondrion [GO:0048250],GO:0005743; GO:0015093; GO:0031966; GO:0048250,mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966],ferrous iron transmembrane transporter activity [GO:0015093]
SLC,Montipora_capitata_HIv3___RNAseq.g33112.t1,Q6AYY8,0,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),acetyl-CoA transmembrane transport [GO:0035348],GO:0005789; GO:0008521; GO:0035348; GO:0042803,endoplasmic reticulum membrane [GO:0005789],acetyl-CoA transmembrane transporter activity [GO:0008521]; protein homodimerization activity [GO:0042803]
SLC,Montipora_capitata_HIv3___RNAseq.g15241.t1,Q91ZN5,7.84e-125,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (Solute carrier family 35 member B2),5'-adenylyl sulfate transmembrane transport [GO:1902558]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650],GO:0000139; GO:0005802; GO:0015297; GO:0046964; GO:0050650; GO:1902558,Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802],3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity [GO:0046964]; antiporter activity [GO:0015297]
SLC,Montipora_capitata_HIv3___TS.g7314.t2,A0FKN5,7.16e-142,Prestin (Solute carrier family 26 member 5),,GO:0005886; GO:0046872; GO:0160044; GO:0160046,plasma membrane [GO:0005886],metal ion binding [GO:0046872]; oxalate:chloride antiporter activity [GO:0160046]; sulfate:chloride antiporter activity [GO:0160044]
SLC,Montipora_capitata_HIv3___TS.g15999.t1,A1L1W9,2.4e-12,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g33077.t1,Q5BKR2,7.93e-67,Sodium/hydrogen exchanger 9B2 (NHA-oc) (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Soditlum/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2),clathrin-dependent endocytosis [GO:0072583]; flagellated sperm motility [GO:0030317]; lithium ion transport [GO:0010351]; positive regulation of osteoclast development [GO:2001206]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; sodium ion homeostasis [GO:0055078],GO:0005765; GO:0005886; GO:0010008; GO:0010348; GO:0010351; GO:0015385; GO:0016323; GO:0016324; GO:0030317; GO:0030672; GO:0031966; GO:0042802; GO:0046872; GO:0055037; GO:0055038; GO:0055078; GO:0061178; GO:0072583; GO:0097228; GO:2001206,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; lysosomal membrane [GO:0005765]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; sperm principal piece [GO:0097228]; synaptic vesicle membrane [GO:0030672],identical protein binding [GO:0042802]; lithium:proton antiporter activity [GO:0010348]; metal ion binding [GO:0046872]; sodium:proton antiporter activity [GO:0015385]
SLC,Montipora_capitata_HIv3___RNAseq.g37802.t1,Q9H598,6.45e-9,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter) (hVIAAT),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; hippocampus development [GO:0021766]; monoatomic ion transport [GO:0006811]; neurotransmitter loading into synaptic vesicle [GO:0098700]; neurotransmitter secretion [GO:0007269],GO:0001762; GO:0005886; GO:0006811; GO:0007269; GO:0008021; GO:0009986; GO:0015171; GO:0015185; GO:0015187; GO:0015495; GO:0015812; GO:0015816; GO:0021766; GO:0030425; GO:0030672; GO:0043005; GO:0044292; GO:0044306; GO:0044316; GO:0048786; GO:0051286; GO:0051939; GO:0060077; GO:0061202; GO:0098700; GO:0098793; GO:0098982; GO:0140799; GO:0140800,cell surface [GO:0009986]; cell tip [GO:0051286]; clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane [GO:0061202]; cone cell pedicle [GO:0044316]; dendrite [GO:0030425]; dendrite terminus [GO:0044292]; GABA-ergic synapse [GO:0098982]; inhibitory synapse [GO:0060077]; neuron projection [GO:0043005]; neuron projection terminus [GO:0044306]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; presynaptic active zone [GO:0048786]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672],amino acid transmembrane transporter activity [GO:0015171]; gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; gamma-aminobutyric acid:proton symporter activity [GO:0015495]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799]
SLC,Montipora_capitata_HIv3___RNAseq.g45570.t1,B0JZG0,0,Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Sodium-dependent vitamin C transporter 2),sodium ion transport [GO:0006814],GO:0005886; GO:0006814; GO:0015293,plasma membrane [GO:0005886],symporter activity [GO:0015293]
SLC,Montipora_capitata_HIv3___RNAseq.g2819.t1,Q6DIV6,1.55e-74,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799]
SLC,Montipora_capitata_HIv3___RNAseq.g37338.t1,Q6A4L1,0,Solute carrier family 12 member 8,cell volume homeostasis [GO:0006884]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; potassium ion homeostasis [GO:0055075]; potassium ion import across plasma membrane [GO:1990573],GO:0006884; GO:0015379; GO:0016020; GO:0055064; GO:0055075; GO:1902476; GO:1990573,membrane [GO:0016020],potassium:chloride symporter activity [GO:0015379]
SLC,Montipora_capitata_HIv3___RNAseq.g12819.t1,Q6DCX5,6.99e-48,Proton-coupled folate transporter (Heme carrier protein 1) (Solute carrier family 46 member 1),transmembrane transport [GO:0055085],GO:0005542; GO:0005768; GO:0005886; GO:0010008; GO:0015293; GO:0015350; GO:0016323; GO:0016324; GO:0022857; GO:0055085,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endosome [GO:0005768]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886],folic acid binding [GO:0005542]; methotrexate transmembrane transporter activity [GO:0015350]; symporter activity [GO:0015293]; transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g47418.t1,Q5ZJ75,0,Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8),potassium ion transmembrane transport [GO:0071805]; regulation of intracellular pH [GO:0051453],GO:0000139; GO:0015385; GO:0015386; GO:0051453; GO:0071805,Golgi membrane [GO:0000139],potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]
SLC,Montipora_capitata_HIv3___RNAseq.g832.t1,Q6GNV7,1.41e-99,Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog),pyridoxine transport [GO:0031923],GO:0005765; GO:0016020; GO:0022857; GO:0031923; GO:0043231,intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g35587.t1,A1L1W9,5.31e-83,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g5014.t1,P52569,2.42e-163,Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2),amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-alpha-amino acid transmembrane transport [GO:1902475]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-ornithine transmembrane transport [GO:1903352]; transport across blood-brain barrier [GO:0150104],GO:0000064; GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0015179; GO:0015189; GO:0015807; GO:0030054; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1902475; GO:1903352; GO:1903826,cell junction [GO:0030054]; plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; L-amino acid transmembrane transporter activity [GO:0015179]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]
SLC,Montipora_capitata_HIv3___RNAseq.g34156.t2,Q9UA35,1.28e-179,Solute carrier family 28 member 3 (Concentrative Na(+)-nucleoside cotransporter 3) (hfCNT),purine nucleoside transmembrane transport [GO:0015860]; pyrimidine nucleoside transport [GO:0015864],GO:0005886; GO:0015389; GO:0015390; GO:0015860; GO:0015864,plasma membrane [GO:0005886],purine-specific nucleoside:sodium symporter activity [GO:0015390]; pyrimidine- and adenosine-specific:sodium symporter activity [GO:0015389]
SLC,Montipora_capitata_HIv3___RNAseq.g8777.t1,A6QQL0,1.28e-72,Solute carrier family 15 member 4 (Peptide/histidine transporter 1),"dipeptide import across plasma membrane [GO:0140206]; histidine transport [GO:0015817]; innate immune response [GO:0045087]; L-histidine transmembrane export from vacuole [GO:0089708]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015817; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0089708; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647]
SLC,Montipora_capitata_HIv3___RNAseq.g23484.t1,Q05B21,2.78e-110,Vesicular glutamate transporter 1 (VGluT1) (Solute carrier family 17 member 7),chloride transport [GO:0006821]; L-glutamate transmembrane transport [GO:0015813]; neurotransmitter transport [GO:0006836]; phosphate ion transport [GO:0006817]; potassium ion transport [GO:0006813]; sodium-dependent phosphate transport [GO:0044341],GO:0005254; GO:0005436; GO:0005886; GO:0006813; GO:0006817; GO:0006821; GO:0006836; GO:0015386; GO:0015813; GO:0030672; GO:0034707; GO:0043005; GO:0044341; GO:0140787; GO:0140788,chloride channel complex [GO:0034707]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672],chloride channel activity [GO:0005254]; L-glutamate uniporter activity [GO:0140788]; phosphate ion uniporter activity [GO:0140787]; potassium:proton antiporter activity [GO:0015386]; sodium:phosphate symporter activity [GO:0005436]
SLC,Montipora_capitata_HIv3___RNAseq.g18124.t1,Q6DIV6,2.47e-46,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799]
SLC,Montipora_capitata_HIv3___RNAseq.g41125.t1,Q6GN42,1.66e-171,Choline transporter-like protein 4 (Solute carrier family 44 member 4),acetylcholine biosynthetic process [GO:0008292]; acetylcholine secretion [GO:0061526]; choline transport [GO:0015871]; neuromast hair cell development [GO:0035675]; otolith formation [GO:0032475]; positive regulation of cell growth [GO:0030307]; thiamine pyrophosphate transmembrane transport [GO:0030974],GO:0005886; GO:0008292; GO:0015220; GO:0015297; GO:0015871; GO:0016324; GO:0030307; GO:0030974; GO:0032475; GO:0035675; GO:0061526; GO:0090422,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],antiporter activity [GO:0015297]; choline transmembrane transporter activity [GO:0015220]; thiamine pyrophosphate transmembrane transporter activity [GO:0090422]
SLC,Montipora_capitata_HIv3___RNAseq.42056_t,Q78KK3,5.68e-90,Solute carrier family 22 member 18 (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Multi-membrane-spanning polyspecific transporter) (Organic cation transporter-like protein 2) (ORCTL-2),monoatomic anion transport [GO:0006820],GO:0005886; GO:0006820; GO:0008514; GO:0015293; GO:0016324,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],organic anion transmembrane transporter activity [GO:0008514]; symporter activity [GO:0015293]
SLC,Montipora_capitata_HIv3___RNAseq.g9009.t1,Q9H1N7,2.68e-149,Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3),3'-phosphoadenosine 5'-phosphosulfate transport [GO:0046963]; 5'-adenylyl sulfate transmembrane transport [GO:1902558]; transmembrane transport [GO:0055085],GO:0000139; GO:0005789; GO:0015297; GO:0046963; GO:0046964; GO:0055085; GO:1902558,endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139],3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity [GO:0046964]; antiporter activity [GO:0015297]
SLC,Montipora_capitata_HIv3___RNAseq.g3329.t1,E2RFJ3,5.39e-106,Ferroportin (Solute carrier family 40 protein member 1),iron ion export across plasma membrane [GO:1903988]; iron ion transmembrane transport [GO:0034755],GO:0005381; GO:0016323; GO:0017046; GO:0034755; GO:0046872; GO:1903988,basolateral plasma membrane [GO:0016323],iron ion transmembrane transporter activity [GO:0005381]; metal ion binding [GO:0046872]; peptide hormone binding [GO:0017046]
SLC,Montipora_capitata_HIv3___RNAseq.g45571.t1,Q9Z2J0,4.21e-164,Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (Yolk sac permease-like molecule 3),brain development [GO:0007420]; dehydroascorbic acid transport [GO:0070837]; L-ascorbic acid transmembrane transport [GO:0015882]; lung development [GO:0030324]; response to toxic substance [GO:0009636]; sodium ion transport [GO:0006814],GO:0005737; GO:0005886; GO:0006814; GO:0007420; GO:0008520; GO:0009636; GO:0009925; GO:0015081; GO:0015143; GO:0015229; GO:0015882; GO:0016324; GO:0030324; GO:0033300; GO:0043229; GO:0070837,apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; intracellular organelle [GO:0043229]; plasma membrane [GO:0005886],dehydroascorbic acid transmembrane transporter activity [GO:0033300]; L-ascorbate:sodium symporter activity [GO:0008520]; L-ascorbic acid transmembrane transporter activity [GO:0015229]; sodium ion transmembrane transporter activity [GO:0015081]; urate transmembrane transporter activity [GO:0015143]
SLC,Montipora_capitata_HIv3___TS.g1497.t1b,O88576,0,Sodium-dependent neutral amino acid transporter B(0)AT3 (Sodium- and chloride-dependent transporter XTRP2) (Solute carrier family 6 member 18) (System B(0) neutral amino acid transporter AT3),amino acid transmembrane transport [GO:0003333]; neurotransmitter transport [GO:0006836]; neutral amino acid transport [GO:0015804]; renal amino acid absorption [GO:1990297],GO:0003333; GO:0005886; GO:0006836; GO:0015175; GO:0015804; GO:0016324; GO:0031526; GO:0140931; GO:1990297,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; plasma membrane [GO:0005886],neutral L-amino acid transmembrane transporter activity [GO:0015175]; neutral L-amino acid:sodium:chloride symporter activity [GO:0140931]
SLC,Montipora_capitata_HIv3___RNAseq.g5012.t1,P52569,1.22e-180,Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2),amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-alpha-amino acid transmembrane transport [GO:1902475]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-ornithine transmembrane transport [GO:1903352]; transport across blood-brain barrier [GO:0150104],GO:0000064; GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0015179; GO:0015189; GO:0015807; GO:0030054; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1902475; GO:1903352; GO:1903826,cell junction [GO:0030054]; plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; L-amino acid transmembrane transporter activity [GO:0015179]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]
SLC,Montipora_capitata_HIv3___RNAseq.g18034.t1,Q58DA6,8.27e-101,UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT),UDP-galactose transmembrane transport [GO:0072334],GO:0000139; GO:0005459; GO:0015297; GO:0072334,Golgi membrane [GO:0000139],antiporter activity [GO:0015297]; UDP-galactose transmembrane transporter activity [GO:0005459]
SLC,Montipora_capitata_HIv3___RNAseq.g9086.t1,Q0VGW6,0,Solute carrier family 12 member 9 (Cation-chloride cotransporter-interacting protein 1),cell volume homeostasis [GO:0006884]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; potassium ion homeostasis [GO:0055075],GO:0005765; GO:0005886; GO:0006884; GO:0015379; GO:0055064; GO:0055075; GO:1902476,lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886],potassium:chloride symporter activity [GO:0015379]
SLC,Montipora_capitata_HIv3___RNAseq.g41049.t1,Q9PUB8,2.1e-113,"Zinc transporter Slc39a7 (Histidine-rich membrane protein Ke4) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)",B cell differentiation [GO:0030183]; intracellular zinc ion homeostasis [GO:0006882]; regulation of ferroptosis [GO:0110075]; skin epidermis development [GO:0098773]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829],GO:0005385; GO:0005789; GO:0005794; GO:0006829; GO:0006882; GO:0030183; GO:0071577; GO:0098773; GO:0110075,endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794],zinc ion transmembrane transporter activity [GO:0005385]
SLC,Montipora_capitata_HIv3___RNAseq.g6197.t1,G3C7W6,6.81e-159,Sodium-independent sulfate anion transporter (Solute carrier family 26 member 11),oxalate transport [GO:0019532]; sulfate transmembrane transport [GO:1902358],GO:0005254; GO:0005654; GO:0005765; GO:0005783; GO:0005794; GO:0005886; GO:0008271; GO:0016323; GO:0016324; GO:0019532; GO:0140900; GO:1902358,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],chloride channel activity [GO:0005254]; chloride:bicarbonate antiporter activity [GO:0140900]; secondary active sulfate transmembrane transporter activity [GO:0008271]
SLC,Montipora_capitata_HIv3___TS.g31264.t1,Q9H1U9,8.11e-94,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 (Mitochondrial NAD(+) transporter SLC25A51) (Mitochondrial carrier triple repeat protein 1) (Solute carrier family 25 member 51),aerobic electron transport chain [GO:0019646]; mitochondrial NAD transmembrane transport [GO:1990549],GO:0005739; GO:0005743; GO:0019646; GO:0051724; GO:1990549,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],NAD transmembrane transporter activity [GO:0051724]
SLC,Montipora_capitata_HIv3___RNAseq.g20778.t1,Q86UD5,4.37e-138,Sodium/hydrogen exchanger 9B2 (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Sodium/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2),clathrin-dependent endocytosis [GO:0072583]; flagellated sperm motility [GO:0030317]; inorganic cation transmembrane transport [GO:0098662]; lithium ion transport [GO:0010351]; monoatomic ion transmembrane transport [GO:0034220]; positive regulation of osteoclast development [GO:2001206]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; sodium ion homeostasis [GO:0055078]; sodium ion transport [GO:0006814],GO:0005739; GO:0005743; GO:0005886; GO:0006814; GO:0010348; GO:0010351; GO:0015385; GO:0016323; GO:0016324; GO:0030317; GO:0030672; GO:0031966; GO:0034220; GO:0042802; GO:0055037; GO:0055038; GO:0055078; GO:0061178; GO:0072583; GO:0097228; GO:0098662; GO:2001206,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; sperm principal piece [GO:0097228]; synaptic vesicle membrane [GO:0030672],identical protein binding [GO:0042802]; lithium:proton antiporter activity [GO:0010348]; sodium:proton antiporter activity [GO:0015385]
SLC,Montipora_capitata_HIv3___RNAseq.g33184.t1,A1L1W9,9.32e-90,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g25474.t1,Q9Y619,2.08e-97,Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15),L-arginine transmembrane transport [GO:1903826]; L-lysine transmembrane transport [GO:1903401]; mitochondrial L-ornithine transmembrane transport [GO:1990575]; urea cycle [GO:0000050],GO:0000050; GO:0000064; GO:0005739; GO:0005743; GO:0015189; GO:0015297; GO:0016020; GO:0061459; GO:1903401; GO:1903826; GO:1990575,membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],antiporter activity [GO:0015297]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]
SLC,Montipora_capitata_HIv3___RNAseq.g37455.t1,Q2HJ10,1.6e-120,Proton-coupled zinc antiporter SLC30A2 (Solute carrier family 30 member 2) (Zinc transporter 2) (ZnT-2),intracellular zinc ion homeostasis [GO:0006882]; zinc ion import into lysosome [GO:0140916]; zinc ion import into mitochondrion [GO:0140917]; zinc ion import into zymogen granule [GO:0140915],GO:0005743; GO:0005765; GO:0005770; GO:0005886; GO:0006882; GO:0010008; GO:0030658; GO:0042589; GO:0042802; GO:0046872; GO:0140826; GO:0140915; GO:0140916; GO:0140917,endosome membrane [GO:0010008]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; mitochondrial inner membrane [GO:0005743]; plasma membrane [GO:0005886]; transport vesicle membrane [GO:0030658]; zymogen granule membrane [GO:0042589],identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; zinc:proton antiporter activity [GO:0140826]
SLC,Montipora_capitata_HIv3___RNAseq.g6442.t1,Q49SH1,1.35e-106,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Protein golden) (Solute carrier family 24 member 5),calcium ion transmembrane transport [GO:0070588]; developmental pigmentation [GO:0048066]; intracellular calcium ion homeostasis [GO:0006874]; melanocyte differentiation [GO:0030318]; melanocyte migration [GO:0097324]; pigmentation [GO:0043473],GO:0005262; GO:0005802; GO:0006874; GO:0008273; GO:0015293; GO:0016020; GO:0030318; GO:0042470; GO:0043473; GO:0048066; GO:0070588; GO:0097324,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]"
